,country,region_map,city,tried,executed,mortality,perc_of_total
863,Spain,Pais Vasco,Urnieta,11.0,0.0,0.0,0.0
864,Switzerland,Aargau,Baden,1.0,0.0,0.0,0.0
865,Switzerland,Aargau,Habsburg,51.0,20.0,0.39215686274509803,0.0012599218848431397
866,Switzerland,Aargau,Villigen,22.0,20.0,0.9090909090909091,0.0012599218848431397
867,Switzerland,Basel-Landschaft,Liestal,1.0,1.0,1.0,6.299609424215698e-05
868,Switzerland,Basel-Stadt,Basel,8.0,1.0,0.125,6.299609424215698e-05
869,Switzerland,Bern,Bern,27.0,2.0,0.07407407407407407,0.00012599218848431397
870,Switzerland,Bern,Biel,2.0,0.0,0.0,0.0
871,Switzerland,Bern,Erlach,2.0,2.0,1.0,0.00012599218848431397
872,Switzerland,Fribourg,Fribourg,42.0,27.0,0.6428571428571429,0.0017008945445382386
873,Switzerland,Fribourg,Murten,1.0,1.0,1.0,6.299609424215698e-05
874,Switzerland,Geneve,Geneva,121.0,35.0,0.2892561983471074,0.0022048632984754944
875,Switzerland,Lucerne,Willisau,1.0,1.0,1.0,6.299609424215698e-05
876,Switzerland,Neuchatel,Boudry,23.0,0.0,0.0,0.0
877,Switzerland,Neuchatel,Colombier,17.0,0.0,0.0,0.0
878,Switzerland,Neuchatel,Fleurier,29.0,0.0,0.0,0.0
879,Switzerland,Neuchatel,Gorgier,4.0,0.0,0.0,0.0
880,Switzerland,Neuchatel,Le Landeron,5.0,0.0,0.0,0.0
881,Switzerland,Neuchatel,Neuchatel,21.0,0.0,0.0,0.0
882,Switzerland,Neuchatel,Thielle-Wavre,14.0,0.0,0.0,0.0
883,Switzerland,Neuchatel,Valangin,23.0,2.0,0.08695652173913043,0.00012599218848431397
884,Switzerland,Schaffhausen,Stein am Rhein,2.0,0.0,0.0,0.0
885,Switzerland,Solothurn,Busserach,1.0,1.0,1.0,6.299609424215698e-05
886,Switzerland,Solothurn,Olten,1.0,0.0,0.0,0.0
887,Switzerland,Ticino,Faido,34.0,0.0,0.0,0.0
888,Switzerland,Ticino,Locarno,1.0,1.0,1.0,6.299609424215698e-05
889,Switzerland,Ticino,Lugano,1.0,1.0,1.0,6.299609424215698e-05
890,Switzerland,Valais,Conthey,2.0,0.0,0.0,0.0
891,Switzerland,Valais,Viege,1.0,0.0,0.0,0.0
892,Switzerland,Vaud,Lausanne,18.0,7.0,0.3888888888888889,0.00044097265969509893
893,Switzerland,Zurich,Stofel,3.0,1.0,0.3333333333333333,6.299609424215698e-05
894,United Kingdom,Bedfordshire and Hertfordshire,Hatfield,1.0,0.0,0.0,0.0
895,United Kingdom,Bedfordshire and Hertfordshire,Hertford,1.0,0.0,0.0,0.0
896,United Kingdom,Devon,Exeter,1.0,0.0,0.0,0.0
897,United Kingdom,East Anglia,Ely,1.0,0.0,0.0,0.0
898,United Kingdom,East Anglia,Rushbrooke,1.0,0.0,0.0,0.0
899,United Kingdom,Hampshire and Isle of Wight,Winchester,3.0,0.0,0.0,0.0
900,United Kingdom,Kent,Canterbury,1.0,0.0,0.0,0.0
901,United Kingdom,"Leicestershire, Rutland and Northamptonshire",Wadenhoe,1.0,0.0,0.0,0.0
902,United Kingdom,London,London,27.0,3.0,0.1111111111111111,0.00018898828272647097
903,United Kingdom,London,Southwark,5.0,0.0,0.0,0.0
904,United Kingdom,North Yorkshire,York,1.0,0.0,0.0,0.0
905,United Kingdom,Tees Valley and Durham,Durham,7.0,0.0,0.0,0.0
906,United Kingdom,West Midlands,Coventry,29.0,0.0,0.0,0.0
3,Austria,Tirol,Undefigned Settlements,3.0,0.0,0.0,0.0
12,Belgium,Namur,Undefigned Settlements,28.0,5.0,0.17857142857142858,0.00031498047121078493
19,Estonia,Undefined Regions,Undefigned Settlements,205.0,65.0,0.3170731707317073,0.0040947461257402045
20,Finland,Undefined Regions,Undefigned Settlements,710.0,115.0,0.1619718309859155,0.007244550837848054
21,France,Alsace,Undefigned Settlements,90.0,63.0,0.7,0.00396875393725589
24,France,Basse-Normandie,Undefigned Settlements,188.0,45.0,0.2393617021276596,0.0028348242408970646
29,France,Franche-Comte,Undefigned Settlements,1.0,0.0,0.0,0.0
30,France,Haute-Normandie,Undefigned Settlements,188.0,45.0,0.2393617021276596,0.0028348242408970646
33,France,Lorraine,Undefigned Settlements,3.0,2.0,0.6666666666666666,0.00012599218848431397
35,France,Nord-Pas-de-Calais,Undefigned Settlements,329.0,12.0,0.0364741641337386,0.0007559531309058839
40,France,Rhone-Alpes,Undefigned Settlements,175.0,169.0,0.9657142857142857,0.010646339926924531
46,Germany,Darmstadt,Undefigned Settlements,16.0,0.0,0.0,0.0
49,Germany,Freiburg,Undefigned Settlements,1.0,0.0,0.0,0.0
55,Germany,Koblenz,Undefigned Settlements,344.0,304.0,0.8837209302325582,0.019150812649615725
58,Germany,Mecklenburg-Vorpommern,Undefigned Settlements,3844.0,0.0,0.0,0.0
61,Germany,Oberbayern,Undefigned Settlements,236.0,0.0,0.0,0.0
66,Germany,Sachsen-Anhalt,Undefigned Settlements,245.0,0.0,0.0,0.0
68,Germany,Stuttgart,Undefigned Settlements,37.0,10.0,0.2702702702702703,0.0006299609424215699
69,Germany,Trier,Undefigned Settlements,374.0,334.0,0.893048128342246,0.021040695476880433
70,Germany,Tubingen,Undefigned Settlements,530.0,405.0,0.7641509433962265,0.02551341816807358
73,Hungary,Undefined Regions,Undefigned Settlements,1644.0,474.0,0.28832116788321166,0.029860148670782412
74,Ireland,Undefined Regions,Undefigned Settlements,52.0,1.0,0.019230769230769232,6.299609424215698e-05
79,Italy,Piemonte,Undefigned Settlements,10.0,8.0,0.8,0.0005039687539372559
82,Italy,Umbria,Undefigned Settlements,1.0,0.0,0.0,0.0
87,Netherlands,Gelderland,Undefigned Settlements,3.0,0.0,0.0,0.0
93,Norway,Undefined Regions,Undefigned Settlements,863.0,280.0,0.32444959443800697,0.017638906387803955
101,Sweden,Blekinge,Undefigned Settlements,15.0,0.0,0.0,0.0
102,Sweden,Halland,Undefigned Settlements,7.0,0.0,0.0,0.0
103,Sweden,Jonkoping,Undefigned Settlements,24.0,0.0,0.0,0.0
104,Sweden,Kalmar,Undefigned Settlements,36.0,0.0,0.0,0.0
105,Sweden,Kronoberg,Undefigned Settlements,16.0,0.0,0.0,0.0
106,Sweden,Ostergotland,Undefigned Settlements,29.0,0.0,0.0,0.0
107,Sweden,Skane,Undefigned Settlements,36.0,0.0,0.0,0.0
108,Sweden,Varmland,Undefigned Settlements,30.0,0.0,0.0,0.0
109,Sweden,Vastra Gotaland,Undefigned Settlements,83.0,0.0,0.0,0.0
110,Switzerland,Aargau,Undefigned Settlements,70.0,67.0,0.9571428571428572,0.004220738314224518
111,Switzerland,Appenzell Ausserrhoden,Undefigned Settlements,30.0,30.0,1.0,0.0018898828272647095
112,Switzerland,Appenzell Innerrhoden,Undefigned Settlements,61.0,35.0,0.5737704918032787,0.0022048632984754944
113,Switzerland,Basel-Landschaft,Undefigned Settlements,75.0,55.0,0.7333333333333333,0.0034647851833186343
114,Switzerland,Basel-Stadt,Undefigned Settlements,35.0,10.0,0.2857142857142857,0.0006299609424215699
115,Switzerland,Bern,Undefigned Settlements,59.0,15.0,0.2542372881355932,0.0009449414136323547
116,Switzerland,Fribourg,Undefigned Settlements,1230.0,330.0,0.2682926829268293,0.020788711099911806
117,Switzerland,Geneve,Undefigned Settlements,176.0,71.0,0.4034090909090909,0.004472722691193146
118,Switzerland,Glarus,Undefigned Settlements,1.0,1.0,1.0,6.299609424215698e-05
119,Switzerland,Graubunden,Undefigned Settlements,543.0,249.0,0.4585635359116022,0.01568602746629709
120,Switzerland,Lucerne,Undefigned Settlements,761.0,167.0,0.21944809461235218,0.010520347738440216
121,Switzerland,Neuchatel,Undefigned Settlements,649.0,226.0,0.34822804314329736,0.014237117298727479
122,Switzerland,Nidwalden,Undefigned Settlements,90.0,85.0,0.9444444444444444,0.005354668010583344
123,Switzerland,Obwalden,Undefigned Settlements,90.0,85.0,0.9444444444444444,0.005354668010583344
124,Switzerland,Sankt Gallen,Undefigned Settlements,45.0,18.0,0.4,0.0011339296963588257
126,Switzerland,Schwyz,Undefigned Settlements,45.0,30.0,0.6666666666666666,0.0018898828272647095
127,Switzerland,Solothurn,Undefigned Settlements,145.0,60.0,0.41379310344827586,0.003779765654529419
128,Switzerland,Thurgau,Undefigned Settlements,5.0,2.0,0.4,0.00012599218848431397
129,Switzerland,Ticino,Undefigned Settlements,254.0,122.0,0.48031496062992124,0.007685523497543152
130,Switzerland,Uri,Undefigned Settlements,6.0,3.0,0.5,0.00018898828272647097
131,Switzerland,Valais,Undefigned Settlements,819.0,305.0,0.3724053724053724,0.01921380874385788
132,Switzerland,Vaud,Undefigned Settlements,3373.0,3371.0,0.9994070560332049,0.2123598336903112
133,Switzerland,Zug,Undefigned Settlements,24.0,22.0,0.9166666666666666,0.0013859140733274537
134,Switzerland,Zurich,Undefigned Settlements,219.0,68.0,0.3105022831050228,0.004283734408466675
135,United Kingdom,Bedfordshire and Hertfordshire,Undefigned Settlements,21.0,9.0,0.42857142857142855,0.0005669648481794129
136,United Kingdom,"Berkshire, Buckinghamshire and Oxfordshire",Undefigned Settlements,11.0,6.0,0.5454545454545454,0.00037797656545294193
137,United Kingdom,Cornwall and Isles of Scilly,Undefigned Settlements,18.0,2.0,0.1111111111111111,0.00012599218848431397
138,United Kingdom,Cumbria,Undefigned Settlements,1.0,0.0,0.0,0.0
139,United Kingdom,Derbyshire and Nottinghamshire,Undefigned Settlements,22.0,3.0,0.13636363636363635,0.00018898828272647097
140,United Kingdom,Devon,Undefigned Settlements,18.0,0.0,0.0,0.0
141,United Kingdom,Dorset and Somerset,Undefigned Settlements,52.0,4.0,0.07692307692307693,0.00025198437696862794
142,United Kingdom,East Anglia,Undefigned Settlements,193.0,112.0,0.5803108808290155,0.007055562555121583
143,United Kingdom,Eastern Scotland,Undefigned Settlements,260.0,43.0,0.16538461538461538,0.0027088320524127503
144,United Kingdom,Essex,Undefigned Settlements,61.0,23.0,0.3770491803278688,0.0014489101675696106
145,United Kingdom,"Gloucestershire, Wiltshire and Bristol/Bath area",Undefigned Settlements,45.0,10.0,0.2222222222222222,0.0006299609424215699
146,United Kingdom,Hampshire and Isle of Wight,Undefigned Settlements,1.0,0.0,0.0,0.0
147,United Kingdom,"Herefordshire, Worcestershire and Warwickshire",Undefigned Settlements,11.0,2.0,0.18181818181818182,0.00012599218848431397
148,United Kingdom,Highlands and Islands,Undefigned Settlements,95.0,6.0,0.06315789473684211,0.00037797656545294193
149,United Kingdom,Kent,Undefigned Settlements,36.0,16.0,0.4444444444444444,0.0010079375078745117
150,United Kingdom,Lancashire,Undefigned Settlements,65.0,19.0,0.2923076923076923,0.0011969257906009828
151,United Kingdom,"Leicestershire, Rutland and Northamptonshire",Undefigned Settlements,69.0,36.0,0.5217391304347826,0.0022678593927176515
152,United Kingdom,Lincolnshire,Undefigned Settlements,7.0,4.0,0.5714285714285714,0.00025198437696862794
153,United Kingdom,London,Undefigned Settlements,5.0,1.0,0.2,6.299609424215698e-05
154,United Kingdom,North Eastern Scotland,Undefigned Settlements,29.0,2.0,0.06896551724137931,0.00012599218848431397
155,United Kingdom,North Yorkshire,Undefigned Settlements,77.0,2.0,0.025974025974025976,0.00012599218848431397
156,United Kingdom,Northern Ireland,Undefigned Settlements,9.0,0.0,0.0,0.0
157,United Kingdom,Northumberland and Tyne and Wear,Undefigned Settlements,86.0,16.0,0.18604651162790697,0.0010079375078745117
158,United Kingdom,Outer London — West and North West,Undefigned Settlements,84.0,14.0,0.16666666666666666,0.0008819453193901979
159,United Kingdom,Shropshire and Staffordshire,Undefigned Settlements,5.0,1.0,0.2,6.299609424215698e-05
160,United Kingdom,Southern Scotland,Undefigned Settlements,126.0,18.0,0.14285714285714285,0.0011339296963588257
161,United Kingdom,"Surrey, East and West Sussex",Undefigned Settlements,10.0,0.0,0.0,0.0
162,United Kingdom,Tees Valley and Durham,Undefigned Settlements,10.0,2.0,0.2,0.00012599218848431397
163,United Kingdom,West Central Scotland,Undefigned Settlements,29.0,3.0,0.10344827586206896,0.00018898828272647097
165,Austria,Undefined Regions,Undefigned Settlements,4.0,0.0,0.0,0.0
166,Denmark,Undefined Regions,Undefigned Settlements,6.0,0.0,0.0,0.0
167,France,Undefined Regions,Undefigned Settlements,494.0,450.0,0.9109311740890689,0.028348242408970645
168,Germany,Undefined Regions,Undefigned Settlements,942.0,335.0,0.35562632696390656,0.02110369157112259
169,Italy,Undefined Regions,Undefigned Settlements,1.0,0.0,0.0,0.0
170,Luxembourg,Undefined Regions,Undefigned Settlements,3.0,0.0,0.0,0.0
171,Netherlands,Undefined Regions,Undefigned Settlements,4.0,1.0,0.25,6.299609424215698e-05
172,Switzerland,Undefined Regions,Undefigned Settlements,108.0,106.0,0.9814814814814815,0.00667758598966864
173,United Kingdom,Undefined Regions,Undefigned Settlements,369.0,4.0,0.01084010840108401,0.00025198437696862794
